覃	0.9047619047619048	0.028985507246376812	0.06625258799171843
覂	0.6666666666666666	0.0	0.3333333333333333
要	0.25951016154247003	0.5091193329859302	0.2313705054715998
覇	0.0	0.0	1.0
覆	0.42408376963350786	0.32329842931937175	0.2526178010471204
見	0.1111111111111111	0.2222222222222222	0.6666666666666666
覊	0.0	0.0	1.0
覈	0.125	0.25	0.625
規	0.6666666666666666	0.0	0.3333333333333333
覎	1.0	0.0	0.0
覌	0.0	1.0	0.0
覓	1.0	0.0	0.0
視	0.36363636363636365	0.2727272727272727	0.36363636363636365
覗	0.0	0.0	1.0
覛	1.0	0.0	0.0
$	0.0	0.0	1.0
覧	0.0	0.0	1.0
%	0.0	0.5714285714285714	0.42857142857142855
覩	0.0	0.0	1.0
+	0.0	0.6052631578947368	0.39473684210526316
親	0.45454545454545453	0.0	0.5454545454545454
.	0.007936507936507936	0.9563492063492064	0.03571428571428571
覯	0.0	0.0	1.0
3	0.1765137614678899	0.5871559633027523	0.2363302752293578
2	0.2273048809243103	0.5142655034190049	0.25842961565668476
1	0.20374037403740375	0.7045104510451045	0.09174917491749175
0	0.0187683284457478	0.7626588465298143	0.21857282502443792
7	0.10060769750168805	0.7305874409182984	0.1688048615800135
6	0.06043388429752066	0.797004132231405	0.14256198347107438
5	0.11422944362383063	0.690300344657804	0.19547021171836534
4	0.10660847880299251	0.6826683291770573	0.21072319201995013
覸	0.0	0.0	1.0
覹	0.0	0.0	1.0
覺	0.14285714285714285	0.14285714285714285	0.7142857142857143
9	0.09368836291913216	0.7776134122287969	0.128698224852071
8	0.10787172011661808	0.685131195335277	0.20699708454810495
覼	0.6666666666666666	0.0	0.3333333333333333
覽	0.0	0.0	1.0
=	0.0	0.5	0.5
觇	0.75	0.0	0.25
视	0.16247351694915255	0.6855137711864406	0.1520127118644068
觅	0.4778761061946903	0.25663716814159293	0.26548672566371684
规	0.14166201896263245	0.7069157836029002	0.15142219743446736
@	0.0	0.875	0.125
觃	0.7142857142857143	0.2857142857142857	0.0
观	0.30331447049312854	0.427162489894907	0.26952303961196444
见	0.15267562769464874	0.4187167131625666	0.4286076591427847
觀	0.5	0.07142857142857142	0.42857142857142855
觏	0.3	0.15	0.55
觎	0.125	0.25	0.625
觍	0.5	0.0	0.5
觌	0.16	0.16	0.68
觋	0.3333333333333333	0.0	0.6666666666666666
觊	0.3333333333333333	0.06666666666666667	0.6
觉	0.10098231827111984	0.5524557956777996	0.34656188605108057
览	0.025095057034220533	0.7201520912547529	0.25475285171102663
觖	0.5555555555555556	0.0	0.4444444444444444
觔	0.2727272727272727	0.18181818181818182	0.5454545454545454
觕	0.7272727272727273	0.0	0.2727272727272727
角	0.11931902294596596	0.6010362694300518	0.27964470762398225
觐	0.2289156626506024	0.3493975903614458	0.42168674698795183
觑	0.25	0.10416666666666667	0.6458333333333334
觞	0.23076923076923078	0.2564102564102564	0.5128205128205128
觟	0.75	0.0	0.25
觜	0.3548387096774194	0.03225806451612903	0.6129032258064516
觝	0.5	0.0	0.5
觚	0.4444444444444444	0.14814814814814814	0.4074074074074074
觥	0.5882352941176471	0.11764705882352941	0.29411764705882354
f	0.4617283950617284	0.4469135802469136	0.09135802469135802
觤	1.0	0.0	0.0
g	0.4519015659955257	0.4161073825503356	0.1319910514541387
d	0.2914507772020725	0.5634715025906736	0.14507772020725387
e	0.2678762006403415	0.5944503735325507	0.1376734258271078
触	0.43043043043043044	0.3813813813813814	0.1881881881881882
b	0.305327868852459	0.5717213114754098	0.12295081967213115
觡	0.0	0.0	1.0
c	0.465324384787472	0.4228187919463087	0.11185682326621924
觠	1.0	0.0	0.0
解	0.44106154347118204	0.3603060892217519	0.1986323673070661
a	0.32407407407407407	0.5916666666666667	0.08425925925925926
n	0.21348314606741572	0.7191011235955056	0.06741573033707865
觭	0.8333333333333334	0.0	0.16666666666666666
o	0.08726415094339622	0.8561320754716981	0.05660377358490566
l	0.25	0.6306818181818182	0.11931818181818182
觯	0.0	0.0	1.0
m	0.4715821812596006	0.41013824884792627	0.11827956989247312
j	0.6837606837606838	0.2564102564102564	0.05982905982905983
觩	0.5	0.0	0.5
k	0.450354609929078	0.40425531914893614	0.1453900709219858
h	0.3241590214067278	0.5902140672782875	0.0856269113149847
觫	0.125	0.0	0.875
i	0.3091732729331823	0.5968289920724802	0.09399773499433749
w	0.6	0.34814814814814815	0.05185185185185185
觵	0.0	0.0	1.0
v	0.4034653465346535	0.5173267326732673	0.07920792079207921
u	0.29296875	0.62109375	0.0859375
t	0.29515418502202645	0.6270190895741556	0.07782672540381791
觰	1.0	0.0	0.0
s	0.30462184873949577	0.5861344537815126	0.1092436974789916
r	0.23711340206185566	0.6623711340206185	0.10051546391752578
觱	1.0	0.0	0.0
q	0.5	0.44623655913978494	0.053763440860215055
觲	0.5	0.0	0.5
p	0.3092926490984743	0.6144244105409153	0.07628294036061026
觳	0.6666666666666666	0.0	0.3333333333333333
觼	1.0	0.0	0.0
觽	0.25	0.0	0.75
觾	0.5	0.0	0.5
觿	0.4166666666666667	0.16666666666666666	0.4166666666666667
觸	0.0	0.0	1.0
觹	0.0	0.0	1.0
z	0.6144578313253012	0.27710843373493976	0.10843373493975904
